ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd
34422,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,16.0,23.0,"Architect, software or solutions",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Fintech,Singapore,SGD	Singapore dollar,Bash/Shell (all shells);Go;JavaScript;Perl;Rust;SQL,Dynamodb;PostgreSQL;Redis;SQLite;Amazon Redshift,109357.0
34424,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,4.0,"Developer, back-end",Less than 20 employees,Individual contributor,In-person,Software Development,Bangladesh,BDT	Bangladeshi taka,Bash/Shell (all shells);PHP;Ruby,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Supabase,1473.0
34448,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,5.0,"Developer, full-stack",Less than 20 employees,Individual contributor,In-person,Software Development,Mauritius,MUR	Mauritian rupee,C++;HTML/CSS;Java;JavaScript,MongoDB,10313.0
3447,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9.0,18.0,Cloud infrastructure engineer,100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Japan,JPY	Japanese yen,Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Cassandra;MySQL,51816.0
34470,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18.0,22.0,"Developer, embedded applications or devices",20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,France,EUR European Euro,HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,Cloud Firestore;MySQL;PostgreSQL;SQLite;Supabase,67289.0
34483,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25.0,25.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Retail and Consumer Services,France,EUR European Euro,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,DuckDB;MariaDB;MySQL;SQLite,83531.0
34494,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,10.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Norway,NOK	Norwegian krone,C#;HTML/CSS;JavaScript;TypeScript,Microsoft SQL Server,108710.0
34495,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18.0,22.0,"Architect, software or solutions",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,United Arab Emirates,AED United Arab Emirates dirham,C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;Visual Basic (.Net),MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;SQLite,16338.0
34507,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30.0,38.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Israel,ILS	Israeli new shekel,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;SQL;Swift,Elasticsearch;MySQL;SQLite,147071.0
34511,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,9.0,"Developer, full-stack","1,000 to 4,999 employees",People manager,In-person,Software Development,Pakistan,PKR	Pakistani rupee,HTML/CSS;JavaScript;PHP;Python;TypeScript,Cloud Firestore;Elasticsearch;Firebase Realtime Database;IBM DB2;MongoDB;MySQL;Oracle;PostgreSQL,15592.0
34516,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16.0,20.0,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Singapore,SGD	Singapore dollar,HTML/CSS;Java;JavaScript;PowerShell;Python,,72644.0
34517,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12.0,14.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Fintech,Switzerland,CHF	Swiss franc,,,123993.0
34520,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,4.0,"Developer, full-stack",Less than 20 employees,Individual contributor,In-person,Software Development,Taiwan,TWD New Taiwan dollar,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;TypeScript,BigQuery;Firebase Realtime Database;PostgreSQL;Supabase,23720.0
34549,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",12.0,10.0,"Developer, full-stack",,,,Media & Advertising Services,Finland,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL,52207.0
34564,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,12.0,"Developer, front-end","1,000 to 4,999 employees",People manager,Remote,Other:,Ukraine,UAH Ukrainian hryvnia,HTML/CSS;JavaScript;TypeScript,,51767.0
34594,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,1.0,5.0,Data scientist,"5,000 to 9,999 employees",Individual contributor,In-person,Banking/Financial Services,India,INR Indian rupee,,,3487.0
34597,25-34 years old,Some college/university study without earning a degree,Employed,10.0,12.0,"Architect, software or solutions",100 to 499 employees,Individual contributor,Remote,Software Development,Bulgaria,BGN	Bulgarian lev,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,Dynamodb;Elasticsearch;Firebase Realtime Database;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Supabase,84808.0
3460,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9.0,20.0,"Developer, full-stack","10,000 or more employees",Individual contributor,Remote,Software Development,Germany,EUR European Euro,C#,,75410.0
34604,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,4.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,India,INR Indian rupee,Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;R;Rust;SQL;TypeScript;Mojo;Gleam,BigQuery;Cassandra;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;Supabase;Amazon Redshift,8369.0
34605,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,8.0,Cloud infrastructure engineer,100 to 499 employees,Individual contributor,In-person,Software Development,Indonesia,IDR	Indonesian rupiah,Bash/Shell (all shells);C++;Go;Java;Python,Elasticsearch;InfluxDB;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,6618.0
3464,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,25.0,"Developer, full-stack",20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Government,Italy,EUR European Euro,Groovy;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,Cosmos DB;MongoDB;Oracle,40605.0
34643,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,27.0,"Developer, back-end",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,Germany,EUR European Euro,Bash/Shell (all shells);C++,PostgreSQL,92812.0
34653,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",18.0,34.0,"Developer, back-end",,,,Software Development,Poland,PLN Polish zloty,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Lua,Elasticsearch;MySQL;Valkey,103702.0
34662,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",20.0,23.0,"Developer, desktop or enterprise applications",,,,Software Development,Tunisia,TND	Tunisian dinar,Bash/Shell (all shells);C#;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),Microsoft SQL Server;PostgreSQL;SQLite,33944.0
34685,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,9.0,"Developer, embedded applications or devices","10,000 or more employees",Individual contributor,In-person,Energy,United States of America,USD United States dollar,Assembly;Bash/Shell (all shells);C;C++;Fortran;HTML/CSS;Java;Python;Scala,,78000.0
34688,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,12.0,"Developer, front-end","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;PowerShell;Python;Rust,Cassandra;Microsoft SQL Server;MySQL,205000.0
34690,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,25.0,"Developer, back-end","5,000 to 9,999 employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,Australia,AUD	Australian dollar,Assembly;Bash/Shell (all shells);C++;Java;JavaScript;Python;SQL;TypeScript,Dynamodb,141720.0
34698,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30.0,40.0,"Developer, full-stack","5,000 to 9,999 employees",Individual contributor,Remote,Healthcare,United States of America,USD United States dollar,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Visual Basic (.Net),Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,250000.0
34705,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,7.0,"Developer, desktop or enterprise applications",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,France,EUR European Euro,C#;C++;Dart;TypeScript;Visual Basic (.Net),Elasticsearch;MySQL;PostgreSQL;SQLite,41533.0
3471,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18.0,20.0,"Developer, back-end",20 to 99 employees,People manager,Remote,Retail and Consumer Services,Romania,EUR European Euro,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;PHP;SQL,MySQL;Redis;Snowflake;SQLite,110214.0
34711,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,21.0,28.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Higher Education,Sweden,SEK	Swedish krona,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,66666.0
34716,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,23.0,33.0,"Developer, back-end",Less than 20 employees,Individual contributor,In-person,Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);C;C++;Python;SQL,DuckDB;InfluxDB;PostgreSQL,95299.0
34719,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,18.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,In-person,Other:,United States of America,USD United States dollar,Bash/Shell (all shells);C#;Elixir;JavaScript;SQL;TypeScript,MySQL;Redis,105000.0
34722,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,13.0,16.0,"Developer, full-stack",500 to 999 employees,Individual contributor,Remote,Software Development,Germany,EUR European Euro,C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,Microsoft SQL Server;PostgreSQL;SQLite,70305.0
34724,45-54 years old,"Associate degree (A.A., A.S., etc.)",Employed,11.0,20.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,Remote,Healthcare,United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;PostgreSQL,125000.0
34728,65 years or older,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",45.0,50.0,"Architect, software or solutions",500 to 999 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)","Internet, Telecomm or Information Services",United States of America,USD United States dollar,Ada;C;HTML/CSS;Java;JavaScript;Python;Scala;SQL;TypeScript,BigQuery;MariaDB;MySQL;PostgreSQL,250000.0
34742,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",29.0,40.0,"Developer, back-end",,,,Software Development,Hungary,EUR European Euro,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;PostgreSQL;Redis,83531.0
34745,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14.0,17.0,"Architect, software or solutions",20 to 99 employees,People manager,Remote,Software Development,France,EUR European Euro,Bash/Shell (all shells);C#;Dart;Kotlin;Python;SQL;Swift;TypeScript,Cloud Firestore;SQLite,58007.0
34751,35-44 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",14.0,18.0,"Developer, full-stack",100 to 499 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,Poland,PLN Polish zloty,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,BigQuery;Cloud Firestore;Databricks SQL;MariaDB;MySQL;PostgreSQL;Redis,98244.0
34755,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,8.0,"Developer, full-stack",100 to 499 employees,Individual contributor,In-person,Manufacturing,United States of America,USD United States dollar,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,InfluxDB;Microsoft SQL Server;PostgreSQL;Redis;SQLite,101000.0
3476,18-24 years old,Primary/elementary school,Employed,3.0,6.0,"Developer, game or graphics",Less than 20 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);C#;HTML/CSS;Java;Kotlin;Lua;PowerShell;Rust,,36000.0
34768,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,11.0,"Developer, full-stack",500 to 999 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Government,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL,Microsoft SQL Server;MySQL;Oracle,50372.0
34791,18-24 years old,Some college/university study without earning a degree,Employed,5.0,9.0,"Developer, AI apps or physical AI",20 to 99 employees,Individual contributor,In-person,Software Development,South Africa,ZAR	South African rand,HTML/CSS;Java;JavaScript;Lua;PHP;Python;SQL;TypeScript,InfluxDB;MongoDB;MySQL;PostgreSQL;SQLite,23679.0
34808,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",17.0,25.0,"Developer, desktop or enterprise applications",,,,Software Development,Poland,EUR European Euro,Bash/Shell (all shells);C++;Python,,96292.0
34809,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,8.0,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Fintech,Portugal,EUR European Euro,Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,Cassandra;MariaDB;SQLite,41765.0
34811,65 years or older,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,50.0,40.0,"Developer, full-stack",20 to 99 employees,People manager,"Hybrid (some in-person, leans heavy to flexibility)",Manufacturing,United States of America,USD United States dollar,C#;JavaScript;PowerShell;SQL,Microsoft SQL Server,155000.0
34819,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,20.0,"Architect, software or solutions",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Manufacturing,United States of America,USD United States dollar,C;C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript;VBA,Microsoft SQL Server;MySQL;Oracle;SQLite,112000.0
34821,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,11.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Other:,United States of America,USD United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL,Elasticsearch;MongoDB;PostgreSQL;Redis,135000.0
34828,45-54 years old,Some college/university study without earning a degree,Employed,17.0,17.0,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,United States of America,USD United States dollar,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript,Elasticsearch;MariaDB;MySQL;Redis;SQLite,110000.0
34839,18-24 years old,,Employed,3.0,8.0,"Developer, full-stack",I don’t know,Individual contributor,In-person,Other:,Germany,EUR European Euro,Delphi;HTML/CSS;Java,PostgreSQL,36893.0
34841,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,8.0,"Developer, full-stack",100 to 499 employees,Individual contributor,In-person,Software Development,Bangladesh,BDT	Bangladeshi taka,Dart;HTML/CSS;Java;JavaScript;PHP,Microsoft SQL Server;MySQL;Redis,5727.0
